ime;lokacija;stanje;proizvodjac;model;godiste;kilometraza;vrata;gorivo;kubikaza;kilovata;konjskih_snaga;emisioni_standard;registrovan;udaren;broj_pregleda;datum;datum_objave;radnja;cijena
Volkswagen Touareg MOZE ZAMJENA;Visoko;Korišteno;Volkswagen;Touareg;2004;247000;4;Benzin;3.2;162;;;;;21918;2022-04-23;2020-11-16;0;13500
Passat 6 4x4;Sarajevo, Novi Grad;Korišteno;Volkswagen;Passat;2007;240000;4;Dizel;2.0;103;141;Euro 4;1;;5380;2022-04-25;2020-11-16;0;9000
AUDI a4 1.9/96 kw reg do 19.4.2023;Ilidža;Korišteno;Audi;A4;2003;315000;4;Dizel;1.9;96;130;Euro 3;1;;4716;2022-05-05;2020-11-17;1;7400
Audi A2 1.4 DIZEL;Banja Luka;Korišteno;Audi;A2;2003;200000;4;Dizel;1.4;55;;;1;;7419;2022-04-18;2020-11-17;0;7500
Audi A4 B8 Avant 2.7 TDI;Srbac;Korišteno;Audi;A4;2009;319000;4;Dizel;2.7;140;190;Euro 5;;;5448;2022-04-18;2020-11-17;0;19999
Mercedes 2.0 cdi;Grad Mostar;Korišteno;Mercedes-Benz;B 200;2007;267000;4;Dizel;2.0;103;;;1;;4023;2022-04-22;2020-11-17;0;10700
Smart ForTwo;Čitluk;Korišteno;Smart;ForTwo;2015;71200;2;Benzin;1.0;52;70;;1;;8595;2022-07-27;2020-11-18;0;17500
VW Golf 6 GTI 35 edition 2012god 107000km;Sanski Most;Korišteno;Volkswagen;Golf;2012;107000;4;Benzin;2.0;173;;Euro 5;1;;23698;2022-05-09;2020-11-18;1;30900
BMW 320d;Tomislavgrad;Korišteno;BMW;320;2004;300000;4;Dizel;2.0;110;;;1;;1263;2022-04-17;2020-11-18;;7000
Mercedes benz CLS 350 CDI 4 MATIC .FUUL..mod 2013.;Sanski Most;Korišteno;Mercedes-Benz;CLS 350;2013;210000;4;Dizel;3.0;195;265;;1;;66502;2022-05-03;2020-11-18;1;42900
VW Passat 6 Common rail 2.0 81KW;Sarajevo, Novi Grad;Korišteno;Volkswagen;Passat;2010;315000;4;Dizel;2.0;81;115;Euro 5;1;;7720;2022-05-06;2020-11-18;0;11000
Mercedes-Benz E 230;Tomislavgrad;Korišteno;Mercedes-Benz;E 230;1997;290000;4;Benzin;2.3;110;;Euro 2;1;;4870;2022-04-20;2020-11-19;0;2799
Volvo V50, 2006, 2.0 dizel;Kladanj;Korišteno;Volvo;V50;2006;259592;4;Dizel;2.0;100;;;1;;3373;2022-08-08;2020-11-19;0;6500
ŠKODA OCTAVIA 2.0 TDI DSG 4x4 2012 g. (Reg. do 07/2022);Istočni Stari Grad;Korišteno;Škoda;Octavia;2012;320000;4;Dizel;2.0;103;140;Euro 5;1;;16643;2022-04-20;2020-11-19;1;16200
Peugeot 508 sw;Grude;Korišteno;Peugeot;508;2012;207000;4;Dizel;2.0;120;;;1;;2187;2022-04-18;2020-11-19;0;16000
Mercedes C180 C klasa Facelift Redizajn;Banja Luka;Korišteno;Mercedes-Benz;C 180;2000;162000;4;Benzin;1.8;90;;;1;;2674;2022-04-18;2020-11-19;0;4500
Mercedes E 280 CDI *ODLIČNO STANJE*;Ljubuški;Korišteno;Mercedes-Benz;E 280;2005;274000;4;Dizel;3.0;130;;;;;8411;2022-05-03;2020-11-19;0;10700
Porsche Cayenne GTS optik ekstra stanje u fullu;Bihać;Korišteno;Porsche;Cayenne;2013;136000;4;Dizel;3.0;180;246;Euro 5;;;8579;2022-04-18;2020-11-19;0;65000
Porsche Cayenne;;Korišteno;Porsche;Cayenne;2007;149000;4;Benzin;3.6;213;290;Euro 4;1;;3712;2022-09-17;2020-11-19;0;22000
Mercedes GLE 350 Coupe;Tuzla;Korišteno;Mercedes-Benz;GLE 350 coupe;2017;129000;4;Dizel;3.0;190;260;Euro 6;1;;11810;2022-04-19;2020-11-20;0;119000
ISUZU D-MAX N60 B CREW, 2022 NEW Model;Banja Luka;Novo;Isuzu;D-Max;2022;3;4;Dizel;1.9;120;164;Euro 6;;;4090;2022-04-25;2020-11-20;1;70434
ISUZU D-MAX N60BB, 2022 NEW Model;Banja Luka;Novo;Isuzu;D-Max;2021;3;4;Dizel;1.9;120;164;Euro 6;;;3144;2022-04-25;2020-11-20;1;73242
ISUZU D-MAX N60F, 2022 NEW Model;Banja Luka;Novo;Isuzu;D-Max;2022;3;4;Dizel;1.9;120;164;Euro 6;;;14370;2022-04-25;2020-11-20;1;81432
ISUZU D-MAX N60FF, 2021 NEW Model;Banja Luka;Korišteno;Isuzu;D-Max;2021;14000;4;Dizel;1.9;120;164;Euro 6;;;14128;2022-04-25;2020-11-20;1;95062
VW GOLF VI PLUS 2012 1.6 TDI MATCH DSG;Srebrenik;Korišteno;Volkswagen;Golf Plus;2012;250000;4;Dizel;1.6;77;105;;1;;7466;2022-04-28;2020-11-21;0;14200
Suzuki Swift 1.3TDi. Model 2012. Top! SwissAutoCH.;Kotor Varoš;Korišteno;Suzuki;Swift;2012;150000;4;Dizel;1.3;55;;Euro 5;;;8823;2022-08-09;2020-11-21;0;13300
Opel Meriva 1.7 cdti zamjena za automatik;Novi Travnik;Korišteno;Opel;Meriva;2004;230000;4;Dizel;1.7;74;;Euro 4;1;;5938;2022-06-04;2020-11-21;0;5000
Bmw e46 cabrio;Banja Luka;Korišteno;BMW;320;2001;180000;2;Benzin;2.0;105;;;1;;15513;2022-05-12;2020-11-21;0;12500
Audi A6 3.0 tdi quattro;Sarajevo, Novi Grad;Korišteno;Audi;A6;2012;190000;4;Dizel;3.0;180;245;Euro 5;1;;13880;2022-04-18;2020-11-22;0;29900
Audi A4;Sarajevo - Centar;Korišteno;Audi;A4;2008;270000;4;Dizel;3.0;176;250;Euro 5;;;9278;2022-06-04;2020-11-22;0;14500
Opel Zafira 2.0 dti;Maglaj;Korišteno;Opel;Zafira;2003;260000;4;Dizel;2.0;74;;Euro 4;;;6539;2022-05-09;2020-11-22;0;3700
Fiat stilo 2002g 1.6benzin MOZE ZAMJENA auto motor;Gradiška;Korišteno;Fiat;Stilo;2002;187000;4;Plin;1.6;76;102;Euro 3;;;5148;2022-05-22;2020-11-22;0;2550
Golf 5 1.9TDI Registrovan do 10/2022;Brčko;Korišteno;Volkswagen;Golf;2004;259253;4;Dizel;1.9;77;;Euro 4;1;;2035;2022-09-10;2020-11-22;0;6500
Mercedes C 220;Tuzla;Korišteno;Mercedes-Benz;C 220;2005;289224;4;Dizel;2.0;90;;Euro 4;1;;616;2022-05-10;2020-11-22;0;9800
BMW X1 xdrive 2.0;Lukavac;Korišteno;BMW;X1;2011;246000;4;Dizel;1.8;112;;Euro 5;1;;2186;2022-05-27;2020-11-22;0;19500
BMW 520 E61 Facelift zamjena;Bijeljina;Korišteno;BMW;520;2008;272000;4;Dizel;2.0;130;177;;1;;7229;2022-04-21;2020-11-22;0;13600
Bmw 6 630 i 645 650 i coupe kupe sportski;Sarajevo, Novi Grad;Korišteno;BMW;645;2004;216000;2;Benzin;4.5;245;333;;1;;25180;2022-06-10;2020-11-23;0;21000
Mercedes c250 cdi;Sarajevo, Novi Grad;Korišteno;Mercedes-Benz;C 250;2010;299000;4;Dizel;2.2;150;;;;;4625;2022-04-28;2020-11-23;0;16300
Renault Laguna Grandtour 2,0 dCi Bose Edition 4control;Banja Luka;Korišteno;Renault;Laguna;2011;242000;4;Dizel;2.0;96;130;Euro 5;1;;10462;2022-04-20;2020-11-23;1;11600
Škoda Superb;Velika Kladuša;Korišteno;Škoda;Superb;2009;250000;4;Dizel;2.0;125;;;1;;6229;2022-05-04;2020-11-23;1;17500
BMW e46 tek registrovan;Gračanica;Korišteno;BMW;320;2001;280000;4;Dizel;2.0;100;136;Euro 3;1;;16046;2022-05-23;2020-11-23;0;4000
Mercedes-Benz C 200 Facelift 2011 g.;Žepče;Korišteno;Mercedes-Benz;C 200;2011;245000;4;Dizel;2.0;100;;Euro 5;1;;6274;2022-05-18;2020-11-23;0;23000
Mercedes A 180 Diesel;Sarajevo, Novi Grad;Korišteno;Mercedes-Benz;A 180;2006;243000;4;Dizel;2.0;80;110;;1;;4074;2022-04-17;2020-11-24;0;6500
Hyundai Tucson 2.0;Doboj;Korišteno;Hyundai;Tucson;2019;95000;4;Dizel;2.0;136;184;;1;;6667;2022-05-19;2020-11-24;0;55000
Citroen C4;Doboj;Korišteno;Citroen;C4;2006;270000;4;Dizel;1.6;66;;;1;;4186;2022-05-06;2020-11-24;0;6800
MERCEDES ML 350 CDI 4 MATIC --- ilmasalon;Tešanj;Korišteno;Mercedes-Benz;ML 350;2010;345074;4;Dizel;3.0;150;;Euro 5;1;;7917;2022-04-22;2020-11-24;1;27900
Volkswagen Passat 7 VII;Laktaši;Korišteno;Volkswagen;Passat;2013;154000;4;Dizel;1.6;77;;;1;;3589;2022-05-04;2020-11-24;0;17500
Opel Insignia 2.0 CDTI;Brčko;Korišteno;Opel;Insignia;2014;100000;4;Dizel;2.0;81;110;Euro 5;1;;4812;2022-05-25;2020-11-24;0;23990
Renault Megane 1.5 dci (presao 151000km);Zenica;Korišteno;Renault;Megane;2007;151000;4;Dizel;1.5;78;105;Euro 4;1;;4795;2022-04-22;2020-11-24;0;6200
Ford Ka 2011 1.2 ben;Travnik;Korišteno;Ford;Transit;2011;160000;2;Benzin;1.2;51;;Euro 5;1;;2288;2022-09-18;2020-11-24;0;5500
Mercedes C200CDI Avangard;Žepče;Korišteno;Mercedes-Benz;C 200;2011;242000;4;Dizel;2.0;100;136;Euro 5;1;;13218;2022-05-07;2020-11-24;0;21000
Opel Meriva 063 734 420;Vitez;Korišteno;Opel;Meriva;2004;244000;4;Plin;1.6;64;;;1;;4471;2022-04-20;2020-11-24;1;4200
Seat Alhambra benzin-plin;Banja Luka;Korišteno;Seat;Alhambra;2002;270000;4;Plin;2.0;85;;;1;;5851;2022-04-19;2020-11-24;1;5350
Audi A4 B8 2010 Euro 5;Sarajevo - Centar;Korišteno;Audi;A4;2010;;4;Dizel;2.0;;;;1;;4123;2022-05-13;2020-11-24;0;18900
Mercedes e200 e 200;Bihać;Korišteno;Mercedes-Benz;E 200;2014;265000;4;Dizel;2.2;100;140;Euro 5;1;;7795;2022-05-01;2020-11-25;0;29000
Mercedes W211 E200 CDI 2006. god.;Bijeljina;Korišteno;Mercedes-Benz;E 200;2006;315000;4;Dizel;2.2;90;122;Euro 4;1;;3177;2022-04-27;2020-11-25;0;12400
Touran 2,0;Sarajevo, Novi Grad;Korišteno;Volkswagen;Touran;2006;220000;4;Dizel;2.0;103;;Euro 4;1;;5555;2022-04-27;2020-11-25;0;8700
Mercedes GLC 250D 4MATIC AMG INT/EXT 205 KS Panorama;Novo Sarajevo;Korišteno;Mercedes-Benz;GLC 250;2016;105000;4;Dizel;2.5;150;;;1;;7813;2022-06-17;2020-11-26;0;69900
Bmw X5;Prijedor;Korišteno;BMW;X5;2006;298107;4;Dizel;3.0;160;215;;1;;17778;2022-04-19;2020-11-26;1;18900
BMW 420d XDRIVE GRAND COUPE M-OPTIC 140 KW 07/2015 GOD.;Vogošća;Korišteno;BMW;420;2015;174000;4;Dizel;2.0;140;190;Euro 6;;;93341;2022-04-19;2020-11-26;1;37990
Skoda octavia 2009 god. 1.6 mpi 75 kw plin;Zvornik;Korišteno;Škoda;Octavia;2009;2000;4;Plin;1.6;75;102;Euro 5;1;;9286;2022-05-23;2020-11-26;0;12500
Peugeot 5008;Banja Luka;Korišteno;Peugeot;5008;2012;232000;4;Dizel;1.6;82;115;Euro 5;1;;2430;2022-06-10;2020-11-26;0;13200
Mercedes-Benz A 180 w169 Elegance registrovan;Sarajevo - Centar;Korišteno;Mercedes-Benz;A 180;2005;230000;4;Dizel;2.0;80;;;1;;6055;2022-04-29;2020-11-27;0;6900
Opel INSIGNIA CDTI;Živinice;Korišteno;Opel;Insignia;2011;133295;4;Dizel;2.0;118;;Euro 5;1;;3160;2022-06-17;2020-11-27;0;18999
Hummer H2;Lukavica;Korišteno;Hummer;H2;2003;123300;4;Plin;6.0;236;;Euro 4;1;;12790;2022-09-22;2020-11-28;0;54000
PORSCHE 924 , 1981. OLDTIMER;;Korišteno;Porsche;924;1981;57000;2;Benzin;2.0;92;;;;;7073;2022-05-23;2020-11-28;0;12000
Renault Laguna 2;Žepče;Korišteno;Renault;Laguna;2003;330000;4;Dizel;1.9;74;;Euro 3;1;;3482;2022-04-16;2020-11-28;0;3000
Golf 4;Živinice;Korišteno;Volkswagen;Golf;2002;330000;4;Benzin;1.6;77;105;Euro 3;1;;8859;2022-04-28;2020-11-28;0;4800
Mercedes glk 220 cdi 4 matik 2013 godina;Banja Luka;Korišteno;Mercedes-Benz;GLK 220;2013;220000;4;Dizel;2.2;125;;;;;9054;2022-06-08;2020-11-28;0;29000
Vw buba folcika new beetle;Derventa;Korišteno;Volkswagen;Beetle;2002;108756;2;Dizel;1.9;77;;;1;;17795;2022-05-01;2020-11-28;0;6000
Mercedes-Benz C 220;Gračanica;Korišteno;Mercedes-Benz;C 220;2007;270000;4;Dizel;2.2;120;;;1;;3159;2022-05-09;2020-11-28;0;14000
BMW E90 318d LCI EURO 5;Sarajevo, Novi Grad;Korišteno;BMW;320;2010;280000;4;Dizel;2.0;100;;Euro 5;1;;6755;2022-05-15;2020-11-28;0;14000
Volkswagen Golf;Usora;Korišteno;Volkswagen;Golf;2010;257000;4;Dizel;1.6;77;105;Euro 5;1;;5086;2022-05-08;2020-11-29;0;11700
Mercedes E220 W212 2010god u odličnom stanju,registrova;Laktaši;Korišteno;Mercedes-Benz;E 220;2010;298653;4;Dizel;2.2;128;;;1;;6130;2022-06-23;2020-11-29;0;20950
Astra H;Kakanj;Korišteno;Opel;Astra;2006;319000;4;Dizel;1.3;66;;Euro 4;1;;2416;2022-05-05;2020-11-29;0;5800
Mercedes E220 CDI;Drvar;Korišteno;Mercedes-Benz;E 220;2002;350000;4;Dizel;2.2;110;150;Euro 3;1;;6973;2022-04-30;2020-11-29;0;8200
Volkswagen Passat 5 TDI 2004 Karavan ZAMJENA;Ilidža;Korišteno;Volkswagen;Passat;2004;360000;4;Dizel;2.5;120;160;Euro 4;1;;21043;2022-04-17;2020-11-30;0;4400
Audi A4, 2.0 TDI Quattro 140kw, 2017 g.;Ilidža;Korišteno;Audi;A4;2017;170000;4;Dizel;2.0;140;190;Euro 6;1;;9482;2022-04-18;2020-11-30;0;43000
BMW X1 xDrive M 1.8d;Bijeljina;Korišteno;BMW;X1;2014;128000;4;Dizel;2.0;105;143;Euro 5;1;;10317;2022-04-29;2020-11-30;0;30500
BMW 730;Prnjavor;Korišteno;BMW;730;2016;195000;4;Dizel;3.0;195;;Euro 6;;;23964;2022-05-09;2020-11-30;0;75000
BMW e46 320d;Busovača;Korišteno;BMW;320;2001;220000;4;Dizel;2.0;100;130;Euro 3;;;24842;2022-06-02;2020-11-30;0;4500
Dzip terenac isuzu troper trooper;Bileća;Korišteno;Isuzu;Trooper;1983;300000;2;Dizel;2.8;71;;;1;;44157;2022-05-25;2020-12-01;0;2800
BMW 320;Ilidža;Korišteno;BMW;320;2000;360000;4;Dizel;2.0;100;136;Euro 3;1;;2603;2022-05-26;2020-12-01;0;5000
Golf 4 1.9TDI;Teslić;Korišteno;Volkswagen;Golf;2001;310000;2;Dizel;1.9;81;;Euro 2;1;;3921;2022-05-28;2020-12-01;0;5300
Mazda 6 2.0 - benzin plin;Novo Sarajevo;Korišteno;Mazda;6;2010;240000;4;Plin;2.0;103;140;Euro 4;1;;12451;2022-04-17;2020-12-02;0;14900
Toyota RAV 4;Sokolac;Korišteno;Toyota;RAV 4;2002;213000;4;Benzin;2.0;110;150;Euro 3;1;;21296;2022-05-10;2020-12-02;0;11000
Ford Focus 1.6 benzin;Gradiška;Korišteno;Ford;Focus;2004;180000;2;Benzin;1.6;74;;Euro 4;1;;2789;2022-05-21;2020-12-02;0;3850
Ford Fiesta;Goražde;Korišteno;Ford;Fiesta;2004;100000;2;Benzin;1.3;53;;;1;;1173;2022-09-06;2020-12-02;0;3500
Opel Astra f cc 1993.god.;Srbac;Korišteno;Opel;Astra;1993;300000;2;Plin;1.4;40;;;1;;1589;2022-08-07;2020-12-02;0;2100
Mercedes-Benz E 220 2013/14 God;Ilidža;Korišteno;Mercedes-Benz;E 220;2014;120000;4;Dizel;2.0;100;;;1;;8158;2022-04-17;2020-12-02;0;32500
Škoda octavia 1.6 tdi 4x4;Vareš;Korišteno;Škoda;Octavia;2009;270000;4;Dizel;1.6;77;;Euro 4;1;;4237;2022-04-29;2020-12-02;0;12500
Mercedes C Klasa C200 DIZEL FACELIFT;Bijeljina;Korišteno;Mercedes-Benz;C 200;2005;330000;4;Dizel;2.2;90;;;;;3341;2022-08-28;2020-12-03;0;8000
Opel Corsa - 1.3 cdti - EDITION;Čapljina;Korišteno;Opel;Corsa;2010;190000;4;Dizel;1.3;55;75;Euro 5;;;11247;2022-06-17;2020-12-03;0;8765
Mercedes Benz ML 280;Banovići;Korišteno;Mercedes-Benz;ML 280;2007;101300;4;Dizel;3.0;3000;;Euro 4;1;;1263;2022-08-06;2020-12-03;0;30000
Mercedes E320CDI E 320 CDI;Grude;Korišteno;Mercedes-Benz;E 320;2004;298111;4;Dizel;3.2;150;;Euro 4;1;;14081;2022-04-26;2020-12-04;1;8999
Golf 7;Sarajevo - Centar;Korišteno;Volkswagen;Golf;2014;225000;4;Dizel;1.6;77;;Euro 6;1;;3781;2022-05-03;2020-12-04;0;25000
AUDI Q8 50TDI quattro Tiptronic S line, isp. 2022;Tuzla;Novo;Audi;Q8;2021;1;4;Dizel;3.0;210;286;Euro 6;;;14664;2022-04-19;2020-12-04;1;180331
BMW 5 E60 3.0D LCI 525D 530D Facelift 10/10;Žepče;Korišteno;BMW;530;2008;245788;4;Dizel;3.0;145;197;Euro 4;1;;25707;2022-05-06;2020-12-05;0;19999
Pasat 5+ TDI 4x4 automatik 4 motion;Bijeljina;Korišteno;Volkswagen;Passat;2003;198000;4;Dizel;2.5;132;;Euro 3;1;;7643;2022-06-27;2020-12-05;0;3600
GOLF VI;Kreševo;Korišteno;Volkswagen;Golf;2012;165870;4;Dizel;1.6;66;90;Euro 5;1;;3747;2022-05-03;2020-12-05;0;13800
Volkswagen Touareg 3.0 4Motion;Travnik;Korišteno;Volkswagen;Touareg;2011;250000;4;Dizel;3.0;150;;Euro 5;1;;3075;2022-06-03;2020-12-05;0;35000
PEUGEOT 308 1.6 BLUEHDi *NAVI*ECC*LED*EURO6*;Vogošća;Korišteno;Peugeot;308;2014;180000;4;Dizel;1.6;88;;Euro 6;1;;7438;2022-04-16;2020-12-05;1;16900
Peugeot 406;Banja Luka;Korišteno;Peugeot;406;1999;270000;4;Dizel;1.9;66;90;;1;;3075;2022-08-20;2020-12-05;1;2800
Peugeot 308 karavan 1.6 e-Hdi;Vogošća;Korišteno;Peugeot;308;2013;211000;4;Dizel;1.6;79;;Euro 5;1;;3476;2022-05-04;2020-12-05;0;14000
Ford Fiesta ( zamjena samo za auta mladje od 2015);Novo Sarajevo;Korišteno;Ford;Fiesta;2013;150000;4;Dizel;1.6;1560;70;Euro 5;1;;5698;2022-05-13;2020-12-06;0;12000
Škoda Octavia A5 2.0tdi 4x4;Ilidža;Korišteno;Škoda;Octavia;2007;270000;4;Dizel;2.0;103;;;1;;1810;2022-09-19;2020-12-06;0;11300
BMW X5 3.0D 4X4 XDRIVE FULL OPREMA SUV DZIP DIP;Zenica;Korišteno;BMW;X5;2003;270;4;Dizel;3.0;135;;;1;;10200;2022-05-04;2020-12-06;0;14500
Opel Astra uvoz TOP stanje;Sarajevo, Novi Grad;Korišteno;Opel;Astra;2012;249000;4;Dizel;1.7;81;;;1;;1760;2022-08-11;2020-12-06;0;10000
Volkswagen Passat;Zenica;Korišteno;Volkswagen;Passat;2008;230000;4;Dizel;1.9;77;;;1;;3883;2022-05-09;2020-12-06;0;9000
Automobil Renault Reno Clio 1,2 benzin 2012g;Prijedor;Korišteno;Renault;Clio;2012;192000;4;Benzin;1.2;55;75;Euro 5;1;;4616;2022-04-18;2020-12-06;0;8500
BMW E60 530xd M-Optic / xDrive 4x4 231 KS;Gradiška;Korišteno;BMW;530;2006;280000;4;Dizel;3.0;170;231;;1;;29188;2022-05-08;2020-12-07;0;16500
Ford focus 1.6 TDCi Ghia oprema;Tuzla;Korišteno;Ford;Focus;2009;242;4;Dizel;1.6;80;;Euro 4;1;;7225;2022-07-03;2020-12-07;0;7999
Volkswagen T5 Caravelle;Šipovo;Korišteno;Volkswagen;T5 Caravelle;2008;400;4;Dizel;2.5;96;;;1;;1650;2022-05-04;2020-12-07;0;18000
Astra H;Visoko;Korišteno;Opel;Astra;2005;180000;4;Dizel;1.7;74;;Euro 4;1;;4853;2022-06-30;2020-12-07;0;5700
Mercedes Benz E 220;Sarajevo - Centar;Korišteno;Mercedes-Benz;E 220;2011;170000;2;Dizel;2.2;120;175;Euro 5;1;;7759;2022-04-21;2020-12-07;0;26000
Mercedes E 220;Brčko;Korišteno;Mercedes-Benz;E 220;1997;194000;4;Dizel;2.2;70;;;1;;3009;2022-05-27;2020-12-08;0;4999
Renault Scenic XMOD 1.5dci 2015;Banja Luka;Korišteno;Renault;Scenic;2015;222191;4;Dizel;1.5;81;110;;1;;5698;2022-04-20;2020-12-08;1;15000
SEAT MII;Teslić;Korišteno;Seat;Mii;2012;51442;2;Benzin;1.0;60;;Euro 5;;;6714;2022-04-21;2020-12-08;1;8400
SUZUKI IGNIS 2WD HYBRID PREMIUM;Sarajevo - Centar;Novo;Suzuki;Ignis;2022;1;4;Benzin;1.2;61;83;Euro 6;;;5810;2022-05-21;2020-12-08;1;28500
Audi a6 zamjena;Gračanica;Korišteno;Audi;A6;2007;294000;4;Dizel;2.7;132;182;Euro 4;1;;3031;2022-05-07;2020-12-08;0;15500
Mercedes C250cdi 2010god avantgarde;Sanski Most;Korišteno;Mercedes-Benz;C 250;2010;300000;4;Dizel;2.2;150;;Euro 5;1;;11203;2022-05-17;2020-12-08;1;15900
Renault Scenic 2003;Novo Sarajevo;Korišteno;Renault;Scenic;2003;227750;4;Dizel;1.9;85;;Euro 3;1;;761;2022-05-13;2020-12-08;0;4000
Mercedes-Benz C200;Banovići;Korišteno;Mercedes-Benz;C 200;2015;220;4;Dizel;2.0;100;;;1;;3949;2022-05-06;2020-12-09;0;38000
Škoda Octavia 2.0 TDI 110kw 4x4;Pale;Korišteno;Škoda;Octavia;2015;225000;4;Dizel;2.0;110;150;Euro 5;1;;15297;2022-07-02;2020-12-09;0;18000
Volvo xc90;Vitez;Korišteno;Volvo;XC 90;2006;180000;4;Dizel;2.4;136;;;1;;7344;2022-05-28;2020-12-09;0;16500
Audi Q8 50 TDI Quattro S-line 286 ks;Brčko;Novo;Audi;Q8;2022;0;4;Dizel;3.0;210;286;Euro 6;;;30993;2022-04-26;2020-12-10;1;194872
MERCEDES A170 BENZIN 2004 REGISTROVANA;Banja Luka;Korišteno;Mercedes-Benz;A 170;2004;153000;4;Benzin;1.7;63;85;Euro 4;1;;4882;2022-04-29;2020-12-10;1;9200
Rover 600;Laktaši;Korišteno;Rover;600;1998;290000;4;Dizel;2.0;77;;Euro 3;1;;2472;2022-05-15;2020-12-10;0;2450
Renault Laguna;Kostajnica;Korišteno;Renault;Laguna;2001;232028;4;Benzin;1.8;89;120;Euro 3;1;;4185;2022-05-30;2020-12-10;0;2900
Audi Q7 4.2 ABT;Vitez;Korišteno;Audi;Q7;2006;278185;4;Plin;4.2;257;334;;1;;6002;2022-05-13;2020-12-10;0;28000
MINI ONE 1.6 Benzin 2010 GODINA;Novi Travnik;Korišteno;MINI;ONE;2010;148000;2;Benzin;1.6;55;75;Euro 5;1;;4148;2022-05-09;2020-12-10;0;9200
Audi A4 quattro quatro 3.0 tdi avant;Travnik;Korišteno;Audi;A4;2006;204000;4;Dizel;3.0;171;232;Euro 4;1;;8225;2022-05-10;2020-12-10;0;9700
VOLVO XC 60;Banja Luka;Korišteno;Volvo;XC 60;2014;270000;4;Dizel;2.0;133;;Euro 6;1;;7369;2022-07-28;2020-12-11;0;39000
AUDI A4 A 4 B7 2.0 TFSI TEK REGISTROVAN;Sarajevo, Novi Grad;Korišteno;Audi;A4;2005;220000;4;Benzin;2.0;96;200;;1;;14318;2022-05-22;2020-12-11;0;8999
Ford model a 1930;;Korišteno;Ford;Drugi;0;1;4;Benzin;3.3;1;;;;;2056;2022-09-27;2020-12-11;0;80000
Renault megane megan 1.6 2005;Sarajevo, Novi Grad;Korišteno;Renault;Megane;2005;264000;4;Benzin;1.6;81;110;;1;;20250;2022-05-29;2020-12-11;0;2999
VW TOURAN 2013;Tuzla;Korišteno;Volkswagen;Touran;2013;337000;4;Dizel;1.6;77;105;Euro 5;1;;5366;2022-05-26;2020-12-11;0;12500
BMW E36;Kozarska Dubica;Korišteno;BMW;M3;1997;0;4;Benzin;1.6;76;;;1;;32930;2022-04-18;2020-12-11;;7500
Mercedes-Benz E 270;Maglaj;Korišteno;Mercedes-Benz;E 270;2002;471000;4;Dizel;2.7;125;;;1;;3498;2022-09-18;2020-12-11;0;5500
Opel Meriva;Zenica;Korišteno;Opel;Meriva;2004;270000;4;Dizel;1.7;74;;;1;;474;2022-07-03;2020-12-12;0;8000
Mercedes Benz E280 CDI-AMG;Banja Luka;Korišteno;Mercedes-Benz;E 280;2004;273000;4;Dizel;3.2;130;175;Euro 4;1;;2999;2022-07-27;2020-12-12;0;11900
BMW 520 E60;Banja Luka;Korišteno;BMW;520;2004;340000;4;Benzin;2.2;125;;Euro 4;1;;5028;2022-07-12;2020-12-13;0;12500
Audi Q7;Prijedor;Korišteno;Audi;Q7;2009;190000;4;Dizel;3.0;176;;Euro 6;1;;1981;2022-04-27;2020-12-13;0;43000
VW TIGUAN 4X4 2.0 TDI 2013 FULL HIGHLINE;Vogošća;Korišteno;Volkswagen;Tiguan;2013;197000;4;Dizel;2.0;103;140;Euro 5;1;;8507;2022-09-09;2020-12-13;0;28000
Audi A6 4F FULL STANJE (TEK REGISTROVAN);Kakanj;Korišteno;Audi;A6;2005;250000;4;Dizel;3.0;165;225;Euro 3;1;;5750;2022-04-23;2020-12-13;0;13000
Mercedes-Benz E 220;Banja Luka;Korišteno;Mercedes-Benz;E 220;2008;260000;4;Dizel;2.2;125;;;1;;11089;2022-05-07;2020-12-13;0;12500
Volkswagen Golf;Brčko;Korišteno;Volkswagen;Golf;1999;162564;2;Benzin;1.6;74;;Euro 3;1;;2034;2022-07-09;2020-12-13;0;4500
Mercedes c250 c 250;Gradiška;Korišteno;Mercedes-Benz;C 250;1995;333000;4;Dizel;2.5;83;;;1;;5707;2022-05-02;2020-12-13;0;2750
Mercedes c250 c 250;Gradiška;Korišteno;Mercedes-Benz;C 250;1997;400000;4;Dizel;2.5;110;;;1;;5902;2022-05-02;2020-12-13;0;3600
Jeep Gladiator Pick Up 3.6 V6 4x4 2020;Grad Mostar;Novo;Jeep;Wrangler;2020;500;4;Benzin;3.6;215;;;1;;28208;2022-05-09;2020-12-14;1;95000
BMW 320d F30 M PAKET SPORTLINE 2017 320 d (F10);Sarajevo, Novi Grad;Korišteno;BMW;320;2016;140000;4;Dizel;2.0;120;163;Euro 6;1;;16876;2022-04-26;2020-12-14;0;35500
Passat 6 4x4;Gradiška;Korišteno;Volkswagen;Passat;2006;279000;4;Dizel;2.0;103;140;Euro 4;1;;9071;2022-07-03;2020-12-14;0;10500
Passat 6;Laktaši;Korišteno;Volkswagen;Passat;2009;280000;4;Dizel;2.0;103;140;Euro 5;1;;5916;2022-04-25;2020-12-14;0;12100
